,Store Number,City,2015 Sales,2015 Sales mean,County Number,Price Per Liter mean,2015 Volume Sold Liters mean,2015 Volume Sold Liters,Zip Code,2015 Profit Margin mean,2015 Sales Q1,First Date,Last Date
884,4742,COUNCIL BLUFFS,992.85,10.3421875,11912.01,124.0834375,78.0,13.0601190476,51501,41.5465625,4452.48,2015-01-06,2016-03-29
885,4743,COUNCIL BLUFFS,2331.09,10.9957075472,24399.21,115.090613208,78.0,12.7038473247,51503,38.5352358491,6378.18,2015-01-08,2016-03-24
886,4744,CEDAR RAPIDS,419.5,10.2317073171,5265.25,128.420731707,57.0,15.1275493612,52402,42.9153658537,1123.5,2015-01-08,2016-03-23
887,4745,CEDAR RAPIDS,307.5,10.9821428571,4515.9,161.282142857,57.0,16.7988435374,52404,53.9421428571,1016.88,2015-01-07,2016-03-30
888,4747,DAVENPORT,274.5,10.1666666667,3944.88,146.106666667,82.0,15.352345679,52803,48.8681481481,1133.76,2015-02-09,2015-07-20
889,4748,DAVENPORT,135.6,9.68571428571,1878.9,134.207142857,82.0,14.9533673469,52807,44.9528571429,232.56,2015-01-05,2016-03-28
890,4749,DAVENPORT,231.95,8.59074074074,3620.63,134.097407407,82.0,17.3146208113,52804,44.8392592593,1015.44,2015-01-07,2016-03-30
891,4750,DAVENPORT,157.8,10.52,2187.18,145.812,82.0,14.9416084656,52807,48.956,161.64,2015-01-13,2016-03-22
892,4751,DAVENPORT,97.5,9.75,1419.9,141.99,82.0,15.139047619,52806,47.358,606.9,2015-01-14,2016-03-30
893,4752,BURLINGTON,1210.12,8.96385185185,22987.63,170.278740741,29.0,22.4019973545,52655,56.7924444444,4658.28,2015-01-07,2016-03-30
894,4753,ADAIR,110.85,8.52692307692,1475.1,113.469230769,1.0,16.4956043956,50002,37.8415384615,647.52,2015-01-06,2016-03-28
895,4754,WAVERLY,84.0,9.33333333333,1891.98,210.22,9.0,22.9576719577,50677,70.0866666667,531.0,2015-01-06,2016-03-08
896,4756,MARSHALLTOWN,151.8,9.4875,1742.1,108.88125,64.0,15.6299479167,50158,36.30375,167.88,2015-01-07,2015-05-27
897,4757,BONDURANT,677.19,2.16354632588,9664.23,30.8761341853,77.0,17.4808326272,50035,10.3069968051,1350.09,2015-01-22,2015-04-06
898,4760,WATERLOO,133.5,9.53571428571,2100.12,150.008571429,7.0,16.1715646259,50701,50.1257142857,664.38,2015-01-05,2016-03-21
899,4762,FORT ATKINSON,854.85,6.78452380952,10972.11,87.0802380952,96.0,13.1546078987,52144,29.0523015873,2347.51,2015-01-07,2016-02-02
900,4764,FORT DODGE,1468.76,5.87504,23514.75,94.059,94.0,19.8144485213,50501,31.38308,3496.43,2015-01-08,2016-02-18
901,4765,DUBUQUE,164.98,4.85235294118,2188.43,64.3655882353,31.0,17.8003474581,52001,21.4744117647,665.21,2015-01-13,2016-03-29
902,4766,DUBUQUE,50.99,3.186875,1442.06,90.12875,31.0,30.2956473214,52003,30.059375,289.51,2015-04-02,2016-03-17
903,4767,ANKENY,306.89,4.14716216216,3953.82,53.43,77.0,17.4581276904,50023,17.8321621622,982.99,2015-02-23,2016-02-08
904,4768,URBANDALE,223.2,5.58,3180.36,79.509,77.0,16.6483452381,50322,26.5795,784.5,2015-01-26,2016-03-28
905,4769,ELMA,542.95,13.57375,7437.02,185.9255,45.0,16.006452381,50628,62.04775,2360.04,2015-02-16,2015-07-20
906,4770,HUDSON,321.0,12.3461538462,4225.74,162.528461538,7.0,15.2569047619,50643,54.5838461538,624.6,2015-01-12,2016-03-28
907,4771,CEDAR RAPIDS,359.23,4.72671052632,5812.19,76.4761842105,57.0,20.1700489255,52402,25.5228947368,1228.67,2015-01-08,2016-03-31
908,4773,WEST DES MOINES,311.45,1.69266304348,4555.44,24.757826087,77.0,17.7484652869,50265,8.26826086957,957.94,2015-01-14,2016-03-30
909,4774,ESTHERVILLE,344.5,9.31081081081,3801.87,102.753243243,32.0,15.6568597169,51334,34.5151351351,1107.8,2015-01-05,2016-03-28
910,4775,DAKOTA CITY,200.1,11.7705882353,1972.92,116.054117647,46.0,14.1529411765,50529,38.7423529412,174.24,2015-01-07,2016-03-30
911,4777,PAULLINA,394.7,13.1566666667,3893.47,129.782333333,71.0,13.8714603175,51046,43.6783333333,1225.11,2015-01-12,2016-03-21
912,4779,MOUNT AYR,100.5,14.3571428571,1670.34,238.62,80.0,18.4016326531,50854,79.5685714286,323.28,2015-01-12,2016-03-21
913,4780,BRITT,259.5,12.975,2624.28,131.214,41.0,12.477047619,50423,43.905,353.28,2015-01-13,2016-03-22
914,4781,EARLY,204.9,7.88076923077,2447.58,94.1376923077,81.0,13.9728754579,50535,31.5807692308,346.08,2015-01-14,2016-03-30
915,4782,LAMONI,231.45,6.80735294118,2759.88,81.1729411765,27.0,15.5758823529,50140,27.1923529412,83.1,2015-01-13,2016-03-15
916,4783,EMMETSBURG,244.5,8.73214285714,4182.0,149.357142857,74.0,17.7898639456,50536,49.8257142857,693.78,2015-04-08,2016-03-30
917,4785,AVOCA,271.8,9.70714285714,4011.96,143.284285714,78.0,16.434047619,51521,48.09,935.58,2015-01-13,2016-03-29
918,4786,WINTERSET,142.12,6.17913043478,2191.4,95.2782608696,61.0,22.0144099379,50273,31.8026086957,591.68,2015-01-07,2016-03-30
919,4787,SWISHER,353.25,7.065,4842.67,96.8534,52.0,16.7774285714,52338,32.3686,1698.42,2015-02-12,2016-03-31
920,4788,CEDAR RAPIDS,303.75,10.8482142857,3784.86,135.173571429,57.0,14.1755102041,52405,45.0782142857,716.04,2015-01-08,2016-01-14
921,4789,BUSSEY,207.0,13.8,1826.94,121.796,63.0,10.3057460317,50044,40.668,549.36,2015-01-06,2016-03-29
922,4790,MEDIAPOLIS,98.95,3.19193548387,1528.33,49.3009677419,29.0,20.6846661007,52405,16.48,186.18,2015-01-13,2016-03-15
923,4791,SIOUX CITY,147.0,9.1875,2668.26,166.76625,97.0,18.3278571429,51106,55.605,954.9,2015-01-21,2016-03-01
924,4792,DE SOTO,152.1,10.8642857143,1806.12,129.008571429,25.0,13.5011564626,50069,43.1485714286,94.2,2015-01-07,2016-02-09
925,4794,BURLINGTON,2399.52,3.85155698234,42047.61,67.4921508828,29.0,20.3326050698,52601,22.5184269663,12055.44,2015-01-07,2016-03-29
926,4795,DES MOINES,850.5,14.4152542373,11174.28,189.394576271,77.0,15.0932041969,50317,63.6589830508,2272.86,2015-01-08,2016-03-24
927,4796,DES MOINES,178.5,10.5,2723.22,160.189411765,77.0,15.9872268908,50321,53.4070588235,184.8,2015-02-16,2016-03-14
928,4797,DES MOINES,474.0,12.1538461538,6645.9,170.407692308,77.0,15.5013919414,50316,56.9030769231,2206.32,2015-01-16,2016-03-28
929,4798,DES MOINES,259.5,11.7954545455,4334.52,197.023636364,77.0,17.901038961,50320,65.9181818182,708.72,2015-05-05,2016-02-23
930,4799,DES MOINES,207.75,8.31,2620.35,104.814,77.0,13.6806095238,50317,35.058,1232.82,2015-01-21,2016-03-09
931,4800,DES MOINES,299.25,11.97,3408.78,136.3512,77.0,13.964647619,50320,45.528,831.0,2015-01-05,2016-03-28
932,4801,DES MOINES,802.5,10.4220779221,9994.05,129.792857143,77.0,14.3514471243,50311,43.2905194805,2671.8,2015-01-05,2016-03-21
933,4802,DES MOINES,1294.5,11.6621621622,17806.98,160.423243243,77.0,16.2253110253,50310,53.5863063063,3625.74,2015-01-28,2016-03-09
934,4803,DES MOINES,762.0,10.7323943662,11577.42,163.062253521,77.0,16.4905700872,50313,54.4411267606,3059.82,2015-01-12,2016-03-21
935,4804,DES MOINES,787.5,12.3046875,9908.82,154.8253125,77.0,14.9393452381,50312,51.695625,1724.28,2015-01-16,2016-03-07
936,4805,FORT DODGE,963.73,5.50702857143,14307.2,81.7554285714,94.0,18.6314841031,50501,27.2952,3705.17,2015-02-04,2016-03-02
937,4806,WEST LIBERTY,572.0,8.05633802817,10268.38,144.625070423,70.0,19.860952381,52776,48.2656338028,1812.64,2015-01-15,2016-03-28
938,4807,WILLIAMSBURG,1971.5,12.1697530864,22577.95,139.370061728,48.0,13.4697736626,52361,46.7094444444,4899.2,2015-01-06,2016-03-31
939,4808,COUNCIL BLUFFS,428.35,7.38534482759,5789.92,99.8262068966,78.0,15.1819868637,51501,33.2965517241,1155.66,2015-01-27,2016-03-29
940,4810,ANKENY,617.67,5.9967961165,9260.7,89.9097087379,77.0,17.6357665181,50021,30.0540776699,2544.77,2015-01-13,2016-03-15
941,4811,LOVILIA,48.15,4.37727272727,812.44,73.8581818182,68.0,18.6603463203,50150,24.6363636364,157.06,2015-02-11,2016-03-23
942,4813,GRAND MOUND,244.33,4.98632653061,2814.35,57.4357142857,23.0,17.582957905,52751,19.2818367347,337.2,2015-01-08,2015-02-19
943,4817,KNOXVILLE,342.3,6.846,4062.5,81.25,63.0,17.1557987602,50138,27.241,814.85,2015-01-27,2016-03-28
944,4818,DECORAH,835.57,9.0822826087,11589.1,125.968478261,96.0,16.7255111284,52101,42.0505434783,3727.86,2015-01-06,2016-03-29
945,4819,ALTOONA,913.27,3.09583050847,12318.8,41.7586440678,77.0,19.9493876754,50009,13.9537966102,3081.08,2015-03-10,2016-03-22
946,4820,INWOOD,594.3,3.90986842105,7276.27,47.8701973684,60.0,15.670718985,51240,16.0044078947,1748.26,2015-02-24,2016-03-29
947,4821,OSKALOOSA,254.7,11.0739130435,2919.18,126.920869565,62.0,12.7548861284,52577,42.3508695652,997.08,2015-01-15,2016-03-24
948,4823,CRESTON,185.25,5.00675675676,2267.58,61.2859459459,88.0,16.9252923168,50801,20.44,607.39,2015-02-18,2016-03-16
949,4824,CRESTON,256.7,7.55,3972.64,116.842352941,88.0,19.4438935574,50801,39.0429411765,1034.39,2015-01-05,2016-03-21
950,4825,OSCEOLA,329.0,6.71428571429,4921.42,100.437142857,20.0,16.7065111759,50213,33.6269387755,1557.16,2015-06-24,2016-03-30
951,4827,IOWA CITY,1216.2,8.74964028777,19911.91,143.251151079,52.0,21.8989893799,52240,47.8320863309,4041.78,2015-01-06,2016-03-15
952,4828,MARSHALLTOWN,357.6,14.9,4887.9,203.6625,64.0,16.4216269841,50158,67.9175,991.32,2015-01-06,2016-03-08
953,4829,DES MOINES,50792.74,27.6648910675,878812.7,478.656154684,77.0,21.4497825241,50314,159.693349673,203842.07,2015-01-05,2016-03-28
954,4831,BOONE,191.8,4.91794871795,2224.13,57.028974359,8.0,18.9837240537,50036,19.1048717949,321.81,2015-01-27,2016-03-22
955,4836,IOWA CITY,575.03,7.37217948718,7815.83,100.202948718,52.0,17.1833651455,52240,33.4362820513,2441.55,2015-01-05,2016-01-25
956,4837,IOWA CITY,652.52,7.86168674699,8566.72,103.213493976,52.0,15.6218516925,52240,34.4693975904,1614.21,2015-01-06,2016-03-29
957,4838,OGDEN,101.4,7.8,1443.15,111.011538462,8.0,17.3501098901,50212,37.0292307692,219.12,2015-01-06,2016-03-22
958,4839,Northwood,1134.08,10.8007619048,12309.75,117.235714286,98.0,14.4857245495,50459,39.255047619,2801.3,2015-01-07,2016-03-30
959,4840,WATERLOO,400.45,3.96485148515,7856.09,77.7830693069,7.0,22.8315787613,50707,25.9455445545,1861.75,2015-03-23,2016-03-21
960,4841,DAVENPORT,219.75,5.63461538462,3708.76,95.0964102564,82.0,20.2144810745,52804,31.7133333333,687.12,2015-01-05,2016-03-28
961,4843,MUSCATINE,92.38,2.49675675676,1737.77,46.9667567568,70.0,23.8656660232,52761,15.6645945946,180.83,2015-01-22,2016-02-25
962,4844,IOWA CITY,127.55,2.77282608696,2137.9,46.4760869565,52.0,20.1347831043,52240,15.5310869565,561.54,2015-01-05,2016-02-22
963,4845,CEDAR RAPIDS,406.45,8.29489795918,5881.79,120.036530612,57.0,23.0246933059,52401,40.0359183673,1072.61,2015-01-28,2016-03-09
964,4846,ONAWA,201.6,7.2,3138.69,112.096071429,67.0,16.4633843537,51040,37.3989285714,1122.78,2015-01-08,2016-03-10
965,4847,LECLAIRE,1258.43,5.54374449339,15528.35,68.4068281938,82.0,17.4696575085,52753,22.887092511,4775.9,2015-01-05,2016-03-28
966,4848,WINTERSET,315.55,4.38263888889,4753.04,66.0144444444,61.0,18.0219053801,50273,22.09375,1169.96,2015-01-26,2016-01-04
967,4849,DES MOINES,249.0,12.45,9997.34,499.867,77.0,41.1976666667,50314,166.64,1474.32,2015-02-24,2016-03-22
968,4852,CEDAR RAPIDS,181.03,8.22863636364,2630.45,119.565909091,57.0,16.5520414673,52404,39.8681818182,501.18,2015-04-16,2016-03-10
969,4853,JOHNSTON,182.05,4.1375,2658.89,60.4293181818,77.0,17.5984862876,50131,20.3243181818,381.91,2015-02-24,2016-03-15
970,4854,ARMSTRONG,195.0,13.9285714286,2116.44,151.174285714,32.0,13.5212244898,50514,50.4214285714,723.72,2015-01-05,2016-03-28
971,4855,STRAWBERRY POINT,87.0,21.75,1038.36,259.59,22.0,15.7895238095,52076,88.11,358.32,2015-04-02,2016-01-21
972,4856,LISBON,740.6,6.73272727273,8916.77,81.0615454545,57.0,14.9997857143,52253,27.2398181818,1931.43,2015-02-03,2016-03-22
973,4857,WEST BURLINGTON,142.6,3.565,2584.44,64.611,29.0,23.5896509538,52655,21.54775,1008.36,2015-03-05,2016-03-31
974,4858,WEST BURLINGTON,43.15,2.39722222222,711.53,39.5294444444,29.0,19.1330092593,52655,13.2216666667,134.7,2015-01-07,2016-03-30
975,4859,BURLINGTON,263.5,7.31944444444,4126.95,114.6375,29.0,18.1625,52601,38.2369444444,1750.66,2015-01-06,2016-03-29
976,4860,CEDAR RAPIDS,890.65,4.7375,21244.52,113.002765957,57.0,25.0973780528,52404,37.6912234043,1915.39,2015-02-11,2016-03-29
977,4861,CEDAR RAPIDS,421.46,4.3006122449,5796.19,59.1447959184,57.0,18.7606743275,52404,19.7459183673,1297.59,2015-02-17,2016-02-02
978,4862,KINGSLEY,375.75,9.88815789474,4294.86,113.022631579,75.0,13.5613784461,51028,37.8652631579,1355.64,2015-01-16,2016-03-30
979,4864,CLINTON,1113.97,8.63542635659,17360.31,134.576046512,23.0,17.5642168321,52733,44.8815503876,5004.45,2015-01-08,2016-03-24
980,4866,COUNCIL BLUFFS,734.9,2.99959183673,11120.2,45.3885714286,78.0,19.3732606195,51501,15.1571428571,2444.94,2015-01-06,2016-03-22
981,4867,COUNCIL BLUFFS,523.58,8.72633333333,6364.7,106.078333333,78.0,14.6520460993,51501,35.3831666667,2205.12,2015-01-13,2016-03-08
982,4868,WAUKEE,424.52,6.84709677419,5807.01,93.6614516129,25.0,16.0856394009,50263,31.2835483871,1469.4,2015-01-26,2016-03-21
983,4869,GUTTENBERG,811.1,5.26688311688,12800.22,83.1183116883,22.0,19.5430024737,52052,27.7383766234,3453.69,2015-01-08,2016-03-24
984,4872,EARLHAM,272.97,8.5303125,2854.65,89.2078125,61.0,16.3654240277,50072,29.7946875,1131.87,2015-01-06,2016-03-29
985,4873,GRANGER,326.36,7.25244444444,3770.35,83.7855555556,25.0,15.1952169312,50109,27.9451111111,1372.96,2015-01-27,2016-03-22
986,4874,MOUNT PLEASANT,525.9,1.91236363636,7252.7,26.3734545455,44.0,18.9921562572,52641,8.80901818182,1654.54,2015-01-15,2015-03-05
987,4876,HIAWATHA,1034.95,8.99956521739,16571.42,144.099304348,57.0,15.611931677,52233,48.0623478261,6892.62,2015-01-06,2016-03-15
988,4877,CLIVE,1429.3,7.81038251366,27126.19,148.230546448,77.0,23.2085662243,50325,49.4523497268,7322.59,2015-09-16,2015-09-16
989,4878,PRIMGHAR,580.85,6.45388888889,8596.51,95.5167777778,71.0,17.2607936508,51245,31.9343333333,1207.16,2015-01-06,2016-03-22
990,4879,SIOUX CITY,2029.03,9.13977477477,28214.6,127.092792793,97.0,18.3381784824,51106,42.4377927928,5199.24,2015-01-14,2016-03-16
991,4880,ANITA,116.1,10.5545454545,1202.34,109.303636364,15.0,15.28995671,50020,36.4636363636,171.6,2015-02-04,2016-02-24
992,4881,COON RAPIDS,556.95,6.55235294118,6899.61,81.1718823529,14.0,16.040022409,50058,27.2008235294,2194.13,2015-02-05,2016-03-31
993,4882,ST CHARLES,217.8,10.3714285714,2397.16,114.15047619,61.0,13.1393197279,50240,38.4257142857,1168.32,2015-02-24,2016-03-22
994,4883,SIGOURNEY,319.49,3.5897752809,3577.9,40.2011235955,54.0,14.7417576244,52591,13.4492134831,571.81,2015-01-06,2016-03-29
995,4884,SIOUX CITY,319.25,9.38970588235,3927.86,115.525294118,97.0,17.9396498599,51106,38.5332352941,547.08,2015-01-13,2016-03-08
996,4885,ZWINGLE,372.74,9.3185,4598.41,114.96025,49.0,17.3055616367,52079,38.46575,1263.88,2015-01-15,2016-03-10
997,4887,WEST DES MOINES,232.9,8.31785714286,3571.51,127.553928571,77.0,16.3612585034,50266,42.5335714286,903.55,2015-01-06,2016-03-15
998,4888,SERGEANT BLUFF,582.27,4.12957446809,10512.23,74.554822695,97.0,20.5718971631,51054,24.8692198582,2029.41,2015-01-07,2016-02-17
999,4890,URBANDALE,200.3,6.46129032258,2874.02,92.7103225806,77.0,16.2792319508,50323,31.0503225806,992.64,2015-01-12,2016-03-14
1000,4891,SIBLEY,1423.05,7.01009852217,19374.02,95.4385221675,72.0,17.0029858513,51249,31.9245320197,5302.66,2015-01-07,2016-02-24
1001,4892,DAVENPORT,769.36,2.80788321168,13617.19,49.6977737226,82.0,21.7772308732,52802,16.5813138686,3957.7,2015-02-10,2016-03-28
1002,4893,WEST DES MOINES,418.35,6.33863636364,5457.69,82.6922727273,77.0,15.3267388167,50265,27.6036363636,1416.45,2015-03-16,2016-03-14
1003,4895,CEDAR RAPIDS,564.91,4.12343065693,10318.85,75.3200729927,57.0,23.7201773137,52402,25.1416058394,2086.32,2015-01-05,2016-03-28
1004,4896,HARPERS FERRY,222.86,5.18279069767,3221.71,74.9234883721,3.0,18.2253068718,52146,25.1220930233,60.12,2015-01-15,2016-03-31
1005,4897,BURLINGTON,1321.75,7.82100591716,22729.56,134.49443787,29.0,19.7099380107,52601,44.8880473373,3934.74,2015-01-15,2016-03-09
1006,4898,BURLINGTON,356.1,4.94583333333,7751.86,107.664722222,29.0,25.0535648148,52601,35.91,2246.45,2015-01-13,2016-03-30
1007,4899,GRAETTINGER,454.75,5.90584415584,5277.36,68.5371428571,74.0,14.538961039,51342,22.8787012987,982.62,2015-01-15,2016-03-31
1008,4900,WATERLOO,801.63,4.13211340206,14796.63,76.2712886598,7.0,21.1774963786,50703,25.4455154639,3186.4,2015-01-12,2016-03-28
1009,4901,POLK CITY,1716.0,11.44,20201.87,134.679133333,77.0,15.0877714286,50226,45.2297333333,4730.81,2015-01-05,2016-03-21
1010,4902,WATERLOO,570.93,4.75775,10655.42,88.7951666667,7.0,21.2972152523,50703,29.6186666667,1582.45,2015-01-13,2016-03-31
1011,4904,LARCHWOOD,620.55,4.49673913043,6719.35,48.690942029,60.0,15.7907067488,51241,16.2941304348,1625.67,2015-01-08,2016-03-31
1012,4905,ROCKWELL CITY,325.62,5.16857142857,2906.29,46.1315873016,13.0,10.1752324263,50579,15.4141269841,456.41,2015-01-08,2016-03-24
1013,4907,CEDAR FALLS,630.28,6.56541666667,7768.07,80.9173958333,7.0,16.7636568094,50613,27.0305208333,2413.94,2015-01-08,2016-03-17
1014,4908,ELKADER,549.63,6.78555555556,5887.23,72.6818518519,22.0,16.4066805904,52043,24.8698765432,1438.6,2015-01-06,2016-03-29
1015,4909,ROCK VALLEY,754.9,9.93289473684,9541.14,125.541315789,84.0,15.1816353383,51247,41.9882894737,1514.85,2015-01-05,2016-03-28
1016,4910,WATERLOO,714.82,6.16224137931,13182.17,113.639396552,7.0,21.2660006158,50702,37.9282758621,4747.89,2015-01-08,2016-03-24
1017,4911,PRINCETON,221.29,6.50852941176,2199.21,64.6826470588,82.0,14.7675770308,52768,21.5691176471,313.78,2015-01-12,2016-03-28
1018,4912,ELDRIDGE,219.9,7.33,3134.61,104.487,82.0,17.2783809524,52748,35.047,296.32,2015-01-06,2016-03-29
1019,4914,CEDAR FALLS,755.55,8.2125,9152.07,99.4790217391,7.0,14.4354244306,50613,33.2291304348,1619.94,2015-01-28,2015-12-22
1020,4915,BETTENDORF,84.31,4.95941176471,1359.54,79.9729411765,82.0,18.4701625976,52722,26.6958823529,257.04,2015-01-06,2015-03-31
1021,4917,PERRY,200.09,4.5475,2218.52,50.4209090909,25.0,15.3011078823,50220,16.8475,622.3,2015-01-22,2016-03-24
1022,4919,ALTOONA,285.51,7.51342105263,3954.84,104.074736842,77.0,16.317587586,50009,34.8163157895,587.89,2015-01-28,2016-02-17
1023,4921,CEDAR RAPIDS,316.46,4.58637681159,4792.44,69.4556521739,57.0,19.2927387927,52404,23.1715942029,1189.8,2015-01-07,2016-03-30
1024,4923,AURELIA,139.5,15.5,1502.82,166.98,18.0,12.0692063492,51005,56.4733333333,79.2,2015-01-05,2016-03-28
1025,4924,NASHUA,385.55,6.53474576271,4879.24,82.6989830508,19.0,16.0970702179,50658,27.6108474576,1213.62,2015-01-06,2016-03-29
1026,4925,URBANDALE,195.86,5.02205128205,2968.25,76.108974359,77.0,16.4923934222,50266,25.5364102564,413.78,2015-02-04,2016-02-17
1027,4926,DES MOINES,200.0,2.5974025974,4033.2,52.3792207792,77.0,23.8061750155,50322,17.4681818182,556.72,2015-01-27,2016-03-22
1028,4927,WEST DES MOINES,150.6,2.89615384615,2158.74,41.5142307692,77.0,17.0818276879,50265,13.8830769231,500.31,2015-01-06,2016-03-29
1029,4929,ADEL,45.0,11.25,528.24,132.06,25.0,12.9866666667,50003,44.04,342.0,2015-01-15,2016-02-04
1030,4930,BOONE,221.2,12.2888888889,2837.16,157.62,8.0,15.3695238095,50036,52.9966666667,535.68,2015-01-14,2016-02-29
1031,4932,CEDAR FALLS,711.81,8.08875,9197.58,104.517954545,7.0,15.1874715909,50613,35.0754545455,2308.51,2015-01-13,2016-03-22
1032,4933,BURLINGTON,164.7,9.68823529412,2150.76,126.515294118,29.0,18.1319327731,52601,42.1905882353,977.04,2015-01-05,2016-03-31
1033,4934,SPRINGVILLE,361.5,17.2142857143,3820.14,181.911428571,57.0,12.4493424036,52336,62.0514285714,701.1,2015-01-15,2016-03-30
1034,4935,WATERLOO,1706.66,13.33328125,28466.11,222.391484375,7.0,24.2074634194,50703,74.24453125,3928.69,2015-01-05,2015-07-13
1035,4937,SHENANDOAH,179.85,10.5794117647,2003.36,117.844705882,73.0,15.1319327731,51601,39.6582352941,543.12,2015-01-21,2016-03-30
1036,4938,HAZLETON,251.9,9.32962962963,3370.78,124.843703704,10.0,14.9930335097,50641,41.6318518519,872.8,2015-01-07,2016-03-30
1037,4940,CAMBRIDGE,110.46,2.98540540541,1425.39,38.5240540541,77.0,15.8076118848,50046,12.9275675676,323.36,2015-01-21,2016-03-09
1038,4941,URBANDALE,482.05,5.67117647059,6832.39,80.3810588235,77.0,15.3574789916,50322,26.8924705882,1891.17,2015-01-08,2016-03-24
1039,4942,DES MOINES,249.6,8.05161290323,3511.18,113.263870968,77.0,15.9862365591,50309,37.7825806452,696.6,2015-01-08,2016-03-31
1040,4943,ELDON,238.5,7.22727272727,3206.83,97.1766666667,90.0,15.4986580087,52554,32.4075757576,654.18,2015-01-07,2016-03-30
1041,4944,MARTENSDALE,121.5,7.14705882353,2233.98,131.410588235,91.0,19.6735014006,50160,43.8247058824,270.72,2015-01-26,2016-03-21
1042,4945,OSAGE,907.22,2.59948424069,12057.11,34.5475931232,66.0,16.6599101622,50461,11.5350429799,3152.48,2015-01-07,2016-03-16
1043,4947,CEDAR FALLS,1202.06,3.38608450704,17190.81,48.4248169014,7.0,18.2821634161,50647,16.173915493,3181.19,2015-01-05,2016-03-14
1044,4948,WHEATLAND,78.12,4.11157894737,894.04,47.0547368421,23.0,16.6436779449,52777,15.77,324.53,2015-01-21,2016-02-17
1045,4949,DAVENPORT,425.96,6.45393939394,5017.54,76.0233333333,82.0,16.4201197768,52802,25.4068181818,1180.06,2015-01-08,2016-03-31
1046,4950,CEDAR RAPIDS,306.89,5.57981818182,4532.63,82.4114545455,57.0,17.2257298965,52403,27.4881818182,1063.04,2015-01-20,2016-03-29
1047,4952,DAVENPORT,465.3,7.62786885246,8550.78,140.176721311,82.0,21.0132084309,52804,46.7595081967,1639.58,2015-01-15,2016-02-29
1048,4953,LOST NATION,170.27,7.09458333333,2555.05,106.460416667,23.0,20.4954712302,52254,35.5041666667,806.78,2015-01-14,2016-03-16
1049,4956,CEDAR RAPIDS,467.77,5.50317647059,7224.64,84.9957647059,57.0,20.6676148459,52405,28.3721176471,1591.71,2015-02-04,2016-03-24
1050,4957,WALL LAKE,103.5,10.35,1712.64,171.264,81.0,17.7476190476,51466,57.312,297.0,2015-02-03,2016-03-22
1051,4958,CEDAR FALLS,768.63,3.9016751269,11312.56,57.4241624365,7.0,18.4214554741,50613,19.2185279188,2239.2,2015-02-23,2015-11-16
1052,4959,CEDAR FALLS,1897.2,10.9664739884,26035.06,150.491676301,7.0,17.2291038843,50613,50.4776300578,4118.95,2015-01-12,2016-03-21
1053,4960,AMES,493.5,18.9807692308,4769.37,183.437307692,85.0,14.9165384615,50010,61.1769230769,807.17,2015-02-09,2016-03-14
1054,4962,DAVENPORT,2257.15,16.2384892086,34468.97,247.978201439,82.0,20.7101336074,52803,82.7030215827,5823.46,2015-02-02,2016-03-07
1055,4967,BLUE GRASS,697.83,2.01103746398,8644.12,24.9110086455,82.0,16.0138642264,52726,8.32541786744,1046.51,2015-01-05,2016-03-14
1056,4968,BROOKLYN,87.0,10.875,994.74,124.3425,79.0,13.3658333333,52211,41.475,55.32,2015-02-11,2015-12-02
1057,4969,CLEAR LAKE,4024.75,8.78766375546,59746.53,130.450938865,17.0,20.4094115201,50428,43.5851310044,10599.38,2015-01-07,2016-03-30
1058,4970,WEST LIBERTY,478.31,3.18873333333,6050.11,40.3340666667,70.0,17.7156256341,52776,13.4704666667,1121.65,2015-01-14,2016-03-23
1059,4971,PLEASANT HILL,1887.95,20.0845744681,20142.38,214.280638298,77.0,18.5581724179,50327,72.4365957447,2352.25,2015-01-08,2016-03-31
1060,4972,MONONA,450.75,3.91956521739,5796.74,50.4064347826,22.0,15.1062443064,52159,16.8325217391,809.5,2015-01-06,2016-03-29
1061,4973,WEST UNION,1772.13,9.47663101604,18474.4,98.7935828877,33.0,14.5229879512,52175,33.276631016,2378.18,2015-01-05,2016-03-14
1062,4974,DES MOINES,272.54,4.95527272727,4640.72,84.3767272727,77.0,21.2449199134,50317,28.1445454545,835.64,2015-01-06,2016-03-28
1063,4978,WATERLOO,571.95,7.83493150685,9250.67,126.721506849,7.0,19.4375994781,50702,42.364109589,3287.37,2015-01-05,2016-03-07
1064,4979,CEDAR RAPIDS,1262.79,4.50996428571,31883.49,113.869607143,57.0,23.8985713019,52402,37.96825,6794.03,2015-01-05,2015-02-23
1065,4980,WASHBURN,141.75,11.8125,1864.14,155.345,7.0,18.5888888889,50702,52.145,252.84,2015-02-03,2016-03-01
1066,4981,TRAER,178.3,12.7357142857,2824.86,201.775714286,86.0,17.4014285714,50675,67.3014285714,252.84,2015-01-13,2016-03-29
1067,4982,ALTA,143.25,11.0192307692,1731.36,133.181538462,11.0,12.5223443223,51002,44.4184615385,490.98,2015-01-08,2016-03-28
1068,4984,MUSCATINE,519.62,2.5597044335,7833.09,38.5866502463,70.0,20.846166878,52761,12.8860591133,2149.08,2015-01-05,2016-03-21
1069,4986,FLOYD,1043.62,10.0348076923,15528.97,149.317019231,34.0,16.6792060681,50435,49.9729807692,5967.09,2015-01-06,2016-03-29
1070,4987,AMES,252.49,2.35971962617,3417.01,31.9346728972,85.0,16.9957343731,50010,10.6621495327,1298.68,2015-01-06,2016-03-29
