,Store Number,City,2015 Sales,2015 Sales mean,County Number,Price Per Liter mean,Zip Code,2015 Volume Sold Liters,2015 Volume Sold Liters mean,2015 Profit Margin mean,2015 Sales Q1,2016 Sales Q1,First Date,Last Date
363,3950,STATE CENTER,476.04,4.06871794872,48,2.07001024641,50247,1.62461538462,298.32,2.54974358974,91.46,106.16,2015-01-06,2016-03-01
364,3952,BETTENDORF,57374.98,62.5681352236,82,4.37837763272,52722,24.1463576881,18637.38,20.3242966194,16411.78,168.5,2015-01-14,2016-02-24
365,3957,EDGEWOOD,504.12,7.10028169014,22,1.51517102616,52042,8.73605633803,415.5,5.85211267606,80.52,2514.36,2015-01-07,2016-03-30
366,3959,DUBUQUE,1609.08,10.3811612903,31,2.67024031405,52001,5.18696774194,989.48,6.38374193548,235.92,1307.04,2015-01-05,2016-03-28
367,3963,COUNCIL BLUFFS,2787.81,6.57502358491,78,3.02642422453,51501,0.828278301887,1023.52,2.41396226415,799.91,1999.11,2015-01-06,2016-03-29
368,3964,SIOUX RAPIDS,1160.41,8.11475524476,11,1.91682206092,50585,5.75804195804,619.22,4.33020979021,369.54,437.12,2015-01-05,2016-03-28
369,3968,MONROE,855.59,15.5561818182,50,2.38482828283,50170,9.00309090909,352.25,6.40454545455,154.26,757.89,2015-01-05,2016-02-01
370,3970,NEVADA,1151.92,10.0166956522,85,2.76410179434,50201,5.6112173913,541.61,4.70965217391,211.83,1998.66,2015-01-07,2016-03-30
371,3972,HUBBARD,820.58,13.4521311475,42,2.73335740307,50122,7.63360655738,408.12,6.69049180328,113.58,1017.26,2015-01-05,2016-03-28
372,3973,AMES,1892.35,13.1413194444,85,2.6426521164,50014,8.06020833333,1259.75,8.74826388889,801.0,1493.79,2015-01-06,2016-03-29
373,3980,IOWA CITY,12320.5,33.4796195652,52,3.15114029791,52246,17.0408152174,4342.5,11.8002717391,2061.36,328.24,2015-01-07,2016-03-30
374,3981,SIOUX CENTER,7557.56,35.6488679245,84,3.49272800525,51250,21.8988679245,2562.0,12.0849056604,1407.14,379.58,2015-01-05,2016-03-28
375,3986,SIOUX CITY,6209.38,18.3709467456,97,3.69307669445,51101,6.68562130178,2083.49,6.16417159763,1341.25,887.82,2015-01-05,2016-03-28
376,3987,ALGONA,4063.52,22.4503867403,55,2.5735986144,50511,16.9494475138,1969.52,10.8813259669,572.2,2080.7,2015-01-08,2016-03-31
377,3989,CHEROKEE,2446.42,16.9890277778,18,2.28953427544,51012,7.42986111111,1055.21,7.32784722222,466.96,196.04,2015-01-07,2015-02-25
378,3990,OSKALOOSA,5936.34,12.367375,62,3.6103000905,52577,4.5244375,2316.74,4.82654166667,1129.46,171.41,2015-01-07,2016-03-30
379,3993,WATERLOO,4872.83,19.4136653386,7,3.56760766458,50701,8.04848605578,1530.72,6.09848605578,983.49,437.22,2015-01-07,2016-03-30
380,3995,CEDAR FALLS,6949.99,35.4591326531,7,3.10744385056,50613,15.2715306122,3022.0,15.4183673469,1829.71,487.02,2015-01-07,2016-03-23
381,3997,OSCEOLA,3329.54,40.114939759,20,3.49444253203,50213,21.9404819277,1107.0,13.3373493976,534.98,44.56,2015-01-07,2016-03-30
382,4000,WOODBINE,949.7,7.72113821138,43,2.27576074332,51579,3.87512195122,449.2,3.65203252033,211.72,1016.64,2015-01-05,2016-03-28
383,4001,CARROLL,5061.66,35.6454929577,14,3.37732777618,51401,21.458028169,1919.25,13.5158450704,1123.78,1326.5,2015-01-06,2016-03-29
384,4004,AMES,9775.72,40.7321666667,85,3.79800724364,50010,18.384,3094.5,12.89375,1629.42,191.54,2015-01-07,2016-03-30
385,4006,LARCHWOOD,1466.42,23.2765079365,60,2.47830519862,51241,16.5012698413,752.25,11.9404761905,626.64,116.91,2015-01-13,2016-03-29
386,4008,ANTHON,1466.11,9.97353741497,97,2.34887435425,51004,5.41054421769,769.93,5.23761904762,251.05,2043.68,2015-01-07,2016-03-30
387,4010,GLENWOOD,1145.82,18.7839344262,65,2.22700754619,51534,12.0285245902,587.25,9.62704918033,236.74,1025.6,2015-01-07,2016-03-30
388,4011,ALBIA,2548.65,16.7674342105,68,2.52306723497,52531,13.7215789474,1172.17,7.71164473684,703.14,1304.2,2015-01-08,2016-03-29
389,4013,TIPTON,2027.08,29.81,16,2.9656660442,52772,5.37470588235,733.5,10.7867647059,280.56,138.78,2015-01-05,2016-03-30
390,4014,DENISON,4760.96,32.6093150685,24,3.32545444662,51442,14.2323972603,1565.7,10.7239726027,728.48,396.39,2015-01-05,2016-03-28
391,4015,AMES,6650.48,47.5034285714,85,4.43857474272,50010,25.2337142857,2370.0,16.9285714286,1551.54,741.48,2015-01-07,2016-03-29
392,4016,CONRAD,819.55,14.1301724138,38,3.19751418777,50621,7.14844827586,320.88,5.5324137931,85.66,193.17,2015-01-06,2016-03-29
393,4018,GLADBROOK,640.47,11.4369642857,48,2.8206377551,50635,2.35607142857,278.25,4.96875,132.7,237.22,2015-01-07,2016-03-30
394,4019,MANCHESTER,6027.2,37.906918239,28,3.63751298118,52057,18.8890566038,2148.0,13.5094339623,981.42,228.43,2015-01-15,2016-03-31
395,4021,FAIRFIELD,4326.54,29.0371812081,51,3.30403110685,52556,10.8832214765,1451.4,9.74093959732,530.86,352.73,2015-01-06,2015-03-12
396,4023,BOONE,5299.8,32.5141104294,8,3.33214529165,50036,11.1463803681,1668.0,10.2331288344,1340.92,1794.07,2015-01-07,2015-12-29
397,4024,IOWA FALLS,2743.1,39.1871428571,42,3.86965079365,50126,13.7245714286,867.0,12.3857142857,669.24,1151.92,2015-01-26,2016-03-21
398,4025,BELLE PLAINE,1194.84,8.72145985401,6,2.90452313161,52208,3.93145985401,701.45,5.1200729927,179.32,335.89,2015-01-13,2015-11-12
399,4027,CENTERVILLE,3417.66,28.963220339,4,2.86929378531,52544,13.6418644068,1233.0,10.4491525424,854.66,1225.02,2015-01-07,2016-03-30
400,4034,POSTVILLE,413.33,13.3332258065,3,1.56088069636,52162,6.40838709677,273.8,8.83225806452,25.79,252.03,2015-01-06,2016-03-29
401,4042,GLENWOOD,633.9,26.4125,65,4.29365740741,51534,-4.43458333333,224.25,9.34375,227.56,1050.44,2015-01-07,2016-03-30
402,4046,CENTERVILLE,782.31,5.97183206107,4,2.66689200737,52544,2.32778625954,435.57,3.32496183206,103.33,2420.53,2015-01-07,2016-03-30
403,4051,MAQUOKETA,2928.58,26.3836036036,49,1.96177463177,52060,33.5802702703,2345.25,21.1283783784,290.43,570.8,2015-01-06,2016-03-29
404,4057,DES MOINES,7557.42,27.7846323529,77,5.0965344926,50316,7.54481617647,2238.1,8.22830882353,1355.22,205.67,2015-01-07,2016-03-30
405,4062,DES MOINES,4570.59,13.9347256098,77,3.49199751823,50314,6.77216463415,1636.71,4.9899695122,1227.64,778.97,2015-01-08,2016-03-31
406,4067,WELLMAN,1889.18,9.4459,90,3.08907480159,52356,7.83935,823.99,4.11995,350.68,576.47,2015-01-08,2016-03-31
407,4068,WEST DES MOINES,3520.8,13.2360902256,77,3.54467224181,50265,4.36229323308,1146.73,4.31101503759,923.93,175.91,2015-01-08,2016-03-10
408,4069,OTTUMWA,2661.06,42.9203225806,90,2.6304889913,52501,-10.2246774194,960.0,15.4838709677,205.2,699.76,2015-01-05,2016-03-28
409,4070,BELLE PLAINE,3401.09,18.0909042553,6,2.96741243306,52208,11.3927659574,1540.74,8.19542553191,674.11,2610.58,2015-01-08,2016-03-31
410,4073,FOREST CITY,8022.84,24.993271028,95,2.53569809128,50436,11.8876635514,3956.74,12.3262928349,1298.99,260.68,2015-01-07,2016-03-30
411,4077,WATERLOO,2487.96,19.7457142857,7,3.6388473167,50703,6.43642857143,785.5,6.23412698413,875.76,594.88,2015-01-06,2016-01-19
412,4081,STORY CITY,1281.9,12.445631068,85,1.97816150408,50248,5.40029126214,695.5,6.75242718447,302.96,187.22,2015-01-07,2016-02-24
413,4083,ANKENY,5961.23,25.3669361702,77,2.82752853766,50021,10.2215744681,2335.37,9.93774468085,1112.39,1637.89,2015-01-13,2016-03-29
414,4084,ANKENY,3612.37,27.1606766917,77,2.37548633488,50023,22.25,1470.5,11.0563909774,654.39,905.65,2015-01-07,2016-03-30
415,4090,WINTHROP,883.14,33.9669230769,10,3.86806471306,50682,13.9542307692,248.25,9.54807692308,14.18,616.76,2015-01-07,2015-04-01
416,4091,CLEAR LAKE,2766.78,14.4103125,17,2.17467179233,50428,13.496875,1819.75,9.47786458333,457.93,227.59,2015-01-08,2016-03-17
417,4092,NORWALK,4120.98,54.9464,91,2.36850225652,50211,5.88186666667,1741.87,23.2249333333,1137.62,592.74,2015-01-08,2016-03-31
418,4097,SCHLESWIG,1506.29,8.3220441989,24,2.86151451372,51461,8.98016574586,695.25,3.84116022099,214.81,864.2,2015-01-06,2016-03-29
419,4098,WASHINGTON,3464.8,31.4981818182,92,3.27127272727,52353,14.5232727273,1153.5,10.4863636364,600.96,832.66,2015-01-12,2016-03-14
420,4102,AMES,1781.5,10.0084269663,85,1.7451890494,50010,14.4540449438,1519.0,8.53370786517,297.43,186.1,2015-01-06,2016-03-29
421,4103,AMES,2647.79,19.7596268657,85,3.04389994472,50010,10.0362686567,1165.2,8.69552238806,831.48,423.39,2015-01-05,2016-03-28
422,4104,MASON CITY,3540.96,34.7152941176,17,1.91341601398,50401,39.0867647059,2619.55,25.6818627451,1190.6,460.98,2015-01-05,2016-03-28
423,4105,NEVADA,2086.43,9.7496728972,85,2.56962171785,50201,4.55462616822,1129.25,5.27686915888,330.41,167.19,2015-01-07,2016-03-30
424,4106,DUBUQUE,1373.22,8.32254545455,31,3.07751898686,52002,5.43163636364,648.2,3.92848484848,302.89,943.14,2015-01-05,2016-03-21
425,4107,BOONE,4716.14,18.7894023904,8,2.56725605514,50036,17.7629083665,2558.45,10.1930278884,1437.94,3026.49,2015-01-13,2016-03-29
426,4110,PARKERSBURG,1245.65,21.1127118644,12,1.9296125908,50665,11.5438983051,654.0,11.0847457627,89.08,183.38,2015-01-07,2016-03-30
427,4112,NORTH LIBERTY,2450.47,24.0242156863,52,2.84366791161,52317,8.49274509804,913.95,8.96029411765,515.8,1569.13,2015-01-06,2015-03-17
428,4114,ATLANTIC,2337.95,17.5785714286,15,4.48212226996,50022,9.02278195489,934.02,7.02270676692,310.9,748.66,2015-01-07,2016-03-30
429,4116,LAKE VIEW,1034.84,24.0660465116,81,3.56779992617,51450,8.93186046512,377.75,8.78488372093,207.78,136.98,2015-01-06,2016-03-29
430,4118,LAKE VIEW,2627.99,21.5409016393,81,2.51282591725,51450,13.4440983607,1079.7,8.85,453.95,243.92,2015-01-07,2016-03-30
431,4119,CEDAR FALLS,1819.42,46.6517948718,7,5.1536019536,50613,23.8097435897,403.0,10.3333333333,78.12,171.48,2015-01-12,2016-03-21
432,4125,WAPELLO,692.35,5.45157480315,58,1.89977877765,52653,4.51677165354,500.48,3.94078740157,200.2,684.34,2015-01-07,2016-03-30
433,4126,SOLON,2692.81,25.4038679245,52,2.71251572327,52333,14.03,1079.75,10.1863207547,442.26,513.92,2015-01-06,2015-01-13
434,4129,AMES,10509.93,10.4265178571,85,3.43362794352,50010,5.22333333333,3370.91,3.34415674603,1870.26,308.52,2015-01-07,2016-03-30
435,4130,KEOSAUQUA,869.86,37.82,89,3.89369910283,52565,13.1139130435,231.0,10.0434782609,277.48,628.32,2015-01-05,2016-03-28
436,4131,URBANDALE,2954.21,28.6816504854,77,3.15711203575,50322,3.69699029126,1021.75,9.91990291262,526.12,170.1,2015-01-08,2016-03-31
437,4132,CAMANCHE,2215.99,19.6105309735,23,2.32232928796,52730,14.376460177,943.89,8.35300884956,604.34,100.5,2015-01-07,2016-03-30
438,4133,WEBSTER CITY,878.12,13.5095384615,40,1.96601037851,50595,9.08846153846,493.87,7.598,172.11,322.25,2015-01-06,2016-03-29
439,4134,PLEASANTVILLE,1064.46,7.82691176471,63,2.74145804155,50225,3.93117647059,575.91,4.23463235294,392.63,969.97,2015-01-08,2015-05-14
440,4135,ALTOONA,4159.54,53.3274358974,77,3.08908289242,50009,24.6379487179,1676.0,21.4871794872,489.99,427.56,2015-01-07,2016-03-30
441,4136,GRIMES,2860.81,30.1137894737,77,3.13237872459,50111,14.6083157895,1136.1,11.9589473684,571.86,536.34,2015-01-08,2016-03-31
442,4137,WAUKEE,3023.67,20.5691836735,25,2.48704027643,50263,11.647414966,1148.0,7.80952380952,604.36,397.16,2015-01-06,2016-03-15
443,4138,INDIANOLA,2509.7,18.1862318841,91,2.0060343751,50125,7.41289855072,1374.75,9.96195652174,483.12,463.49,2015-01-05,2016-03-29
444,4140,DES MOINES,3054.08,21.9717985612,77,2.61712763911,50313,6.25417266187,1952.95,14.05,392.92,184.36,2015-01-06,2016-03-29
445,4141,DES MOINES,1276.01,22.0001724138,77,2.04742200328,50320,15.1032758621,1061.25,18.2974137931,129.47,267.15,2015-01-08,2015-02-26
446,4143,LAWLER,1564.04,42.2713513514,19,3.34916344916,52154,32.4183783784,532.5,14.3918918919,310.46,385.0,2015-01-26,2016-03-28
447,4146,WAVERLY,1679.53,9.22818681319,9,2.52912611198,50677,4.94291208791,795.0,4.36813186813,404.62,382.63,2015-01-08,2016-03-31
448,4147,CEDAR FALLS,6516.23,44.3280952381,7,2.45851203974,50613,35.6633333333,3340.5,22.7244897959,941.61,914.53,2015-01-08,2016-03-31
449,4148,INDEPENDENCE,4809.05,42.1846491228,10,2.93389632541,50644,32.4438596491,2545.12,22.3256140351,1416.46,691.94,2015-01-07,2016-03-30
450,4149,DENISON,869.91,21.2173170732,24,2.13030326494,51442,9.09536585366,414.0,10.0975609756,332.13,818.24,2015-01-05,2016-03-28
451,4150,WATERLOO,3630.6,37.0469387755,7,2.39693769571,50701,16.0196938776,1675.5,17.0969387755,320.72,327.83,2015-01-06,2016-03-29
452,4152,MISSOURI VALLEY,2738.45,6.42828638498,43,2.37865537602,51555,3.88894366197,1504.7,3.53215962441,696.79,252.51,2015-01-06,2016-03-29
453,4153,EVANSDALE,1915.86,19.956875,7,2.40155202822,50707,16.2860416667,847.0,8.82291666667,855.29,1439.1,2015-01-08,2016-03-31
454,4154,HIAWATHA,1490.55,11.644921875,57,2.36248635913,52233,8.1759375,676.25,5.283203125,187.69,1026.0,2015-01-07,2016-03-30
455,4155,MARION,2242.8,25.7793103448,57,2.15598385331,52302,1.18425287356,1350.6,15.524137931,206.6,663.25,2015-01-07,2016-03-29
456,4156,OELWEIN,5079.38,32.7701935484,33,2.21334979596,50662,1.79206451613,2716.65,17.5267741935,519.34,269.17,2015-01-07,2016-03-30
457,4157,NORTH LIBERTY,2360.62,18.1586153846,52,2.49565160765,52317,11.1534615385,987.75,7.59807692308,453.01,327.67,2015-01-05,2016-03-28
458,4158,CARROLL,3577.16,30.3149152542,14,2.3611622276,51401,34.4651694915,2226.0,18.8644067797,1346.5,7902.26,2015-01-07,2015-12-29
459,4159,COUNCIL BLUFFS,2998.9,44.7597014925,78,2.23163231462,51503,27.2014925373,1133.25,16.9141791045,355.71,208.32,2015-01-05,2016-03-28
460,4160,IOWA CITY,1317.0,14.6333333333,52,2.16226219871,52240,5.17377777778,654.9,7.27666666667,387.02,176.14,2015-01-07,2016-03-09
461,4161,IOWA CITY,1830.88,26.1554285714,52,2.97521693122,52246,13.4987142857,706.5,10.0928571429,605.1,669.88,2015-01-07,2016-03-30
462,4162,CEDAR RAPIDS,2756.67,22.4119512195,57,2.39890308427,52404,18.3642276423,1434.5,11.662601626,601.63,373.27,2015-01-22,2016-03-17
463,4163,STORM LAKE,993.57,12.2662962963,11,2.67755242015,50588,4.13839506173,497.5,6.14197530864,481.33,219.28,2015-01-12,2015-01-12
464,4164,BETTENDORF,4200.54,18.9213513514,82,3.343635418,52722,6.99288288288,1347.61,6.07031531532,785.0,383.84,2015-01-12,2016-03-28
465,4165,ANKENY,2368.41,7.71469055375,77,3.76693148452,50023,2.50368078176,751.35,2.44739413681,424.82,173.2,2015-01-05,2016-03-28
466,4166,JESUP,1202.6,8.46901408451,10,2.31230382294,50648,5.76957746479,613.25,4.31866197183,360.96,728.85,2015-01-07,2016-03-30
467,4167,DUBUQUE,29749.55,32.6559275521,31,3.73561835892,52001,11.6225905598,9915.16,10.883819978,6852.88,644.79,2015-01-12,2016-03-28
468,4169,DES MOINES,1438.19,15.6325,77,2.8955115597,50317,2.61869565217,542.05,5.89184782609,261.47,1462.45,2015-01-06,2016-03-28
469,4170,WEST BRANCH,749.07,4.18474860335,16,2.57272634566,52358,2.61162011173,406.13,2.26888268156,160.38,396.23,2015-01-08,2016-03-31
470,4171,CASCADE,2303.09,20.9371818182,31,2.10987301587,52033,17.6026363636,1212.5,11.0227272727,717.46,750.18,2015-01-27,2016-03-22
471,4172,ALDEN,1821.81,20.0198901099,42,2.95127463806,50006,8.86692307692,629.24,6.91472527473,468.6,237.61,2015-01-07,2016-03-30
472,4173,PAULLINA,961.2,12.3230769231,71,2.98002945398,51046,5.02435897436,391.86,5.02384615385,158.8,683.12,2015-01-07,2016-03-16
473,4176,CEDAR RAPIDS,2627.97,17.6373825503,57,2.80090444231,52405,8.39402684564,953.75,6.40100671141,569.41,172.14,2015-01-13,2016-03-22
474,4177,LE GRAND,960.21,4.21144736842,64,2.56474602056,50142,2.4374122807,501.26,2.19850877193,209.89,824.19,2015-01-06,2016-03-28
475,4180,MARION,2718.94,8.79915857605,57,3.15159366154,52302,2.3440776699,1237.82,4.00588996764,614.7,158.92,2015-01-05,2016-03-28
476,4182,DYERSVILLE,4049.67,34.6125641026,31,2.60559128115,52040,26.0032478632,2018.25,17.25,649.46,245.31,2015-01-08,2016-03-17
477,4183,DECORAH,4653.85,22.3742788462,96,3.1936523199,52101,11.7675961538,1647.75,7.921875,625.04,425.51,2015-01-05,2016-03-28
478,4184,MUSCATINE,1247.73,14.17875,70,2.2841991342,52761,15.1096590909,708.75,8.05397727273,273.44,265.43,2015-01-06,2016-03-22
479,4185,GRINNELL,2087.93,15.9383969466,79,2.29924633467,50112,14.5676335878,1320.5,10.0801526718,359.87,456.13,2015-01-06,2016-03-22
480,4186,DES MOINES,1029.89,9.44853211009,77,2.93192022284,50321,3.03146788991,439.98,4.03651376147,494.33,482.71,2015-01-07,2016-03-30
481,4189,MANCHESTER,1485.74,20.0775675676,28,2.88060810811,52057,7.6177027027,702.8,9.4972972973,154.8,285.27,2015-01-05,2016-03-28
482,4190,JEFFERSON,1185.34,8.52762589928,37,1.92550665961,50129,3.33899280576,804.0,5.78417266187,222.13,499.11,2015-01-15,2016-03-24
483,4191,PELLA,1310.97,24.2772222222,63,2.80590602019,50219,24.8298148148,1068.51,19.7872222222,77.9,448.47,2015-01-06,2016-03-22
484,4192,BETTENDORF,1367.6,21.7079365079,82,2.00195515243,52722,13.4882539683,661.5,10.5,184.22,117.56,2015-01-05,2016-03-28
485,4193,HARTLEY,1092.48,7.91652173913,71,2.32613785369,51346,5.14297101449,486.9,3.52826086957,201.54,180.98,2015-01-05,2016-03-28
486,4194,NEWTON,2792.6,26.3452830189,50,2.33238095238,50208,11.5318867925,1419.75,13.3938679245,404.21,489.09,2015-01-05,2016-03-28
487,4195,TOLEDO,1478.39,14.0799047619,86,2.66718266566,52342,10.0757142857,720.0,6.85714285714,274.22,2617.28,2015-01-05,2016-03-28
488,4196,DAVENPORT,3256.79,31.6193203883,82,2.52091000154,52806,20.1582524272,2080.05,20.1946601942,601.92,98.72,2015-01-13,2016-03-30
489,4197,SERGEANT BLUFF,2587.69,16.4821019108,97,2.39867383047,51054,9.36974522293,1131.75,7.20859872611,575.49,401.35,2015-01-07,2016-03-30
490,4200,SIOUX CITY,1533.82,16.3172340426,97,2.11053022627,51108,21.2203191489,1077.0,11.4574468085,236.92,105.36,2015-01-08,2016-03-31
491,4201,SIOUX CITY,1524.43,11.5487121212,97,2.28954785955,51109,6.86136363636,740.25,5.60795454545,290.71,238.42,2015-01-12,2016-03-21
492,4202,SIOUX CITY,2719.84,23.858245614,97,2.2819047619,51106,8.85780701754,1263.0,11.0789473684,452.4,724.8,2015-01-07,2016-03-30
493,4203,WAVERLY,3795.74,24.8087581699,9,2.49651623612,50677,11.5919607843,1836.5,12.0032679739,1129.66,176.2,2015-01-07,2016-03-23
494,4204,CLINTON,1341.24,15.9671428571,23,2.18666162761,52733,8.65130952381,673.5,8.01785714286,386.15,315.72,2015-01-07,2016-03-30
495,4205,MARSHALLTOWN,1409.01,18.7868,64,2.20161693122,50158,9.42053333333,662.75,8.83666666667,170.4,501.68,2015-01-07,2016-03-23
496,4209,GRIMES,13074.34,38.7962611276,77,3.07152397941,50111,18.8052818991,4753.5,14.1053412463,2287.78,172.34,2015-01-05,2016-03-28
497,4210,STORM LAKE,511.22,36.5157142857,11,5.34302721088,50588,10.9971428571,116.25,8.30357142857,132.52,942.48,2015-01-06,2016-03-31
498,4214,WATERLOO,3380.46,16.41,7,2.54966922631,50703,4.37708737864,1483.08,7.19941747573,682.43,425.38,2015-01-05,2016-03-28
499,4222,EVANSDALE,1340.6,8.70519480519,7,2.47319145098,50707,5.84363636364,778.34,5.05415584416,191.4,763.54,2015-01-07,2016-03-29
500,4223,EVANSDALE,1530.6,11.4223880597,7,2.76652570481,50707,3.90574626866,725.8,5.41641791045,333.98,386.56,2015-01-21,2016-02-17
501,4228,VINTON,4473.01,26.1579532164,6,1.95884995779,52349,6.91760233918,2313.9,13.5315789474,1059.0,968.52,2015-01-15,2016-03-24
502,4229,HARLAN,2798.34,47.4294915254,83,1.72370172524,51537,64.4837288136,3628.5,61.5,207.16,472.98,2015-01-07,2016-03-29
503,4230,CLIVE,1242.94,13.0835789474,77,2.00902255639,50325,10.3406315789,697.25,7.33947368421,445.85,29.8,2015-01-06,2016-03-29
504,4231,LE MARS,2411.82,26.798,75,1.97175308642,51031,14.9376666667,1277.75,14.1972222222,326.58,180.17,2015-01-13,2016-03-22
505,4232,MORAVIA,1463.94,25.2403448276,4,3.6929228243,52571,13.1875862069,380.75,6.56465517241,167.25,822.82,2015-01-06,2016-03-29
506,4233,CRESCO,3446.77,27.3553174603,45,2.61134794659,52136,15.0996031746,2091.0,16.5952380952,860.36,732.75,2015-01-06,2016-03-29
507,4234,SPENCER,2097.66,26.22075,21,1.88697172619,51301,28.595375,1230.6,15.3825,184.82,665.03,2015-01-05,2016-03-28
508,4235,WEBSTER CITY,1107.44,20.5081481481,40,2.17452087008,50595,11.5724074074,523.75,9.69907407407,254.93,354.57,2015-01-07,2016-03-29
509,4236,EAGLE GROVE,4215.51,22.1868947368,99,2.83590977444,50533,24.3761578947,2403.75,12.6513157895,802.52,426.63,2015-01-07,2016-03-30
510,4239,SPIRIT LAKE,1866.14,19.6435789474,30,1.9296106934,51360,14.8931578947,1005.25,10.5815789474,401.4,2417.0,2015-01-05,2016-03-28
511,4246,SHENANDOAH,649.76,11.2027586207,73,1.92884510126,51601,9.90206896552,565.75,9.75431034483,145.76,1052.97,2015-01-08,2016-03-31
512,4248,SHELDON,922.4,40.1043478261,71,1.44963521641,51201,99.5086956522,1426.2,62.0086956522,30.72,396.65,2015-01-07,2016-03-30
513,4249,CLARINDA,818.02,12.7815625,73,1.57636160714,51632,12.9196875,561.75,8.77734375,199.71,1187.9,2015-01-05,2015-05-11
514,4250,ELDORA,1181.25,18.75,42,2.10510456034,50627,15.2903174603,605.75,9.61507936508,204.09,1441.5,2015-01-05,2016-03-28
515,4251,AMES,2272.54,16.4676811594,85,3.75232593767,50014,8.95333333333,833.06,6.03666666667,593.52,235.36,2015-01-08,2016-03-31
516,4252,MONTICELLO,1892.03,12.6135333333,53,2.87000608466,52310,10.6508666667,978.8,6.52533333333,367.07,177.69,2015-01-07,2016-03-16
517,4253,WINTERSET,2868.7,23.9058333333,61,1.95263156603,50273,29.65,3151.5,26.2625,1457.56,252.71,2015-01-07,2016-03-30
518,4254,EMMETSBURG,1625.67,18.4735227273,74,2.27525252525,50536,18.0052272727,916.1,10.4102272727,340.76,1675.97,2015-01-06,2016-03-22
519,4255,ORANGE CITY,5920.0,37.7070063694,84,2.70770235557,51041,33.3805095541,3422.32,21.7982165605,812.54,236.96,2015-01-08,2016-03-28
520,4256,SIOUX CENTER,3667.35,45.841875,84,3.22630270964,51250,6.0555,1527.25,19.090625,1182.97,119.1,2015-01-06,2016-03-29
521,4258,BURLINGTON,2210.83,22.5594897959,29,2.30353741497,52601,20.4814285714,1413.0,14.4183673469,1025.41,795.53,2015-01-08,2016-03-31
522,4260,OSCEOLA,2524.75,30.7896341463,20,3.04860860282,50213,1.5762195122,1555.75,18.9725609756,360.49,154.9,2015-01-07,2016-03-30
523,4265,WATERLOO,4323.6,17.0893280632,7,3.33593308865,50702,6.72584980237,1399.49,5.53158102767,1119.71,191.3,2015-01-07,2016-03-30
524,4266,SHENANDOAH,1763.98,27.9996825397,73,3.04868228773,51601,12.6333333333,605.1,9.60476190476,495.86,1149.68,2015-01-07,2016-03-30
525,4267,ANITA,1013.93,8.89412280702,15,2.26627401838,50020,4.98657894737,570.5,5.00438596491,219.7,45.67,2015-01-07,2016-03-30
526,4268,ALGONA,4171.11,30.8971111111,55,2.33388359788,50511,20.597037037,1742.5,12.9074074074,1223.65,106.49,2015-01-06,2016-01-26
527,4269,TIPTON,3228.87,10.2830254777,16,2.13909785545,52772,5.73786624204,1693.75,5.39410828025,638.43,439.25,2015-01-15,2016-03-17
528,4271,CENTERVILLE,1648.88,32.9776,4,3.55308571429,52544,21.797,459.25,9.185,315.62,232.94,2015-01-06,2016-03-29
529,4272,ESTHERVILLE,1557.13,22.8989705882,32,2.30657329599,51334,28.7739705882,1025.25,15.0772058824,347.97,435.28,2015-01-06,2016-03-29
530,4273,DES MOINES,2735.33,7.77082386364,77,3.20310626827,50317,1.16241477273,1016.18,2.886875,419.8,1283.12,2015-01-07,2016-02-24
531,4274,RUTHVEN,321.39,8.03475,74,1.53274603175,51358,9.9175,270.5,6.7625,78.25,180.77,2015-01-08,2016-02-25
532,4275,KNOXVILLE,2435.92,45.1096296296,63,2.15486267108,50138,24.0981481481,1005.38,18.6181481481,255.14,362.59,2015-01-05,2016-01-15
533,4277,LE MARS,5726.82,21.6925,75,3.41170105134,51031,14.6248106061,2328.47,8.81996212121,1081.68,595.84,2015-01-05,2016-03-21
534,4279,KEOTA,184.85,5.13472222222,54,1.24351631393,52248,4.72666666667,178.48,4.95777777778,18.77,225.16,2015-01-06,2016-03-29
535,4283,MARION,1084.09,13.3838271605,57,2.38862825789,52302,4.82098765432,558.88,6.89975308642,477.1,256.13,2015-01-05,2016-03-28
536,4284,IOWA FALLS,1212.01,27.5456818182,42,2.6074025974,50126,24.2877272727,726.0,16.5,260.92,555.5,2015-01-05,2016-03-28
537,4285,NEW HAMPTON,1861.64,19.1921649485,19,2.07142366225,50659,15.5983505155,1130.5,11.6546391753,482.32,1239.48,2015-01-06,2016-03-29
538,4289,WAUKON,1736.11,20.1873255814,3,2.22612772241,52172,12.6504651163,903.0,10.5,584.54,402.91,2015-01-21,2016-03-30
539,4291,CRESTON,3520.94,11.3213504823,88,2.4746669729,50801,2.67533762058,1645.5,5.29099678457,793.89,182.38,2015-01-06,2016-03-29
540,4293,EDDYVILLE,398.44,17.3234782609,90,2.26158040028,52553,10.4326086957,196.25,8.53260869565,28.72,400.39,2015-01-06,2016-03-29
541,4296,KEOSAUQUA,2561.86,16.7441830065,89,2.74327369088,52565,7.86509803922,874.71,5.71705882353,749.12,607.62,2015-01-06,2016-03-29
542,4297,CEDAR RAPIDS,5781.94,23.4086639676,57,3.92544566545,52402,10.5333603239,1716.07,6.94765182186,2007.62,6150.03,2015-01-06,2016-03-29
543,4298,DYSART,663.3,21.3967741935,86,2.25080389145,52224,23.3825806452,307.5,9.91935483871,241.1,510.82,2015-01-13,2016-03-15
