,Store Number,City,2015 Sales,2015 Sales mean,County Number,Price Per Liter mean,Zip Code,2015 Volume Sold Liters,2015 Volume Sold Liters mean,2015 Profit Margin mean,2015 Sales Q1,2016 Sales Q1,First Date,Last Date
185,3420,WINDSOR HEIGHTS,59850.66,176.031352941,77,3.21866072697,50311,55.5862941176,25143.0,73.95,12442.78,1963.67,2015-01-05,2015-03-19
186,3437,NORWALK,4091.68,26.2287179487,91,2.6676077631,50211,18.2596794872,1737.0,11.1346153846,657.84,717.68,2015-01-07,2016-03-30
187,3443,COUNCIL BLUFFS,8360.76,22.354973262,78,2.24737864976,51503,16.5495989305,4258.46,11.3862566845,1211.26,379.61,2015-01-08,2016-03-24
188,3447,SIOUX CITY,30280.04,104.413931034,97,3.11060687261,51106,38.1455862069,13082.5,45.1120689655,9803.74,16573.22,2015-01-07,2016-03-30
189,3456,CLEAR LAKE,10753.36,13.6118481013,17,2.71370338174,50428,5.46173417722,4788.19,6.061,2073.3,57.51,2015-01-08,2016-03-31
190,3461,STUART,1584.24,9.96377358491,1,1.96747743729,50250,6.73150943396,1095.29,6.8886163522,254.59,579.47,2015-01-06,2016-03-29
191,3465,PANORA,1646.32,10.1001226994,39,2.05150939721,50216,8.07012269939,917.5,5.62883435583,213.43,6318.68,2015-01-15,2016-03-21
192,3477,COUNCIL BLUFFS,18691.86,93.9289447236,78,2.43261864934,51501,33.7085427136,9688.5,48.6859296482,2312.64,1421.4,2015-01-05,2016-03-28
193,3484,MARCUS,603.39,9.57761904762,18,2.20474426808,51035,7.31746031746,344.25,5.46428571429,163.27,1631.75,2015-01-07,2016-03-30
194,3488,BELLEVUE,3133.79,20.4822875817,49,2.26268285092,52031,15.6089542484,1481.1,9.68039215686,652.51,714.58,2015-01-05,2016-03-28
195,3494,WATERLOO,23113.54,94.3409795918,7,3.45919574953,50702,41.6892244898,11827.5,48.2755102041,4471.34,4420.98,2015-01-06,2016-03-29
196,3495,MONTICELLO,5324.48,5.96246360582,53,2.70895171055,52310,4.3214893617,2661.11,2.97996640538,1006.15,1471.06,2015-01-13,2016-03-22
197,3514,FORT DODGE,5338.4,17.3324675325,94,2.50867783637,50501,11.3369805195,2268.02,7.3637012987,1369.67,830.8,2015-01-05,2016-03-28
198,3521,COUNCIL BLUFFS,8315.92,67.6091056911,78,3.34814685766,51501,19.8820325203,1718.25,13.9695121951,5930.13,823.9,2015-01-05,2016-03-21
199,3524,AMES,24665.62,104.074345992,85,3.27623782989,50010,67.5972151899,12190.5,51.4367088608,4785.26,574.64,2015-01-07,2016-03-30
200,3525,WASHINGTON,8617.25,21.2247536946,92,3.04396092002,52353,11.0816748768,3483.09,8.57903940887,1511.69,675.22,2015-01-06,2016-03-29
201,3528,MASON CITY,3928.96,42.2468817204,17,5.15401220345,50401,10.4105376344,901.6,9.69462365591,728.24,2627.04,2015-01-08,2015-12-30
202,3540,DAVENPORT,5005.2,35.0013986014,82,4.48229159729,52807,14.2565734266,1192.2,8.33706293706,912.6,1870.02,2015-01-08,2015-04-08
203,3542,ST ANSGAR,2021.35,16.3012096774,66,2.38436763953,50472,5.60177419355,987.25,7.96169354839,860.99,645.49,2015-01-06,2016-03-29
204,3549,FORT MADISON,5139.87,32.7380254777,56,3.3038714105,52627,13.0038216561,2252.62,14.3478980892,995.15,2742.66,2015-01-07,2016-03-30
205,3562,WEST BURLINGTON,12319.26,30.1204400978,29,2.76614259287,52655,17.0872371638,5116.5,12.5097799511,3179.56,202.87,2015-01-08,2015-02-26
206,3563,MUSCATINE,9216.36,36.5728571429,70,3.41841521794,52761,22.9073015873,3200.0,12.6984126984,1960.04,170.45,2015-01-08,2016-03-31
207,3565,IOWA CITY,3111.77,11.8318250951,52,2.94468338399,52246,6.20988593156,1265.89,4.81326996198,596.35,2520.78,2015-01-05,2016-03-28
208,3573,OTTUMWA,10988.69,20.4631098696,90,2.95527580049,52501,11.0932216015,4313.9,8.03333333333,2535.67,26.96,2015-01-05,2016-03-21
209,3576,HARTLEY,1422.74,14.517755102,71,2.42152737285,51346,22.2784693878,1049.9,10.7132653061,161.25,2075.5,2015-01-06,2016-03-29
210,3582,LEON,239.62,11.981,27,1.86197619048,50144,10.422,174.0,8.7,12.6,369.22,2015-01-06,2016-03-29
211,3584,OELWEIN,4759.67,25.7279459459,33,2.18698006191,50662,15.5458378378,2271.53,12.2785405405,1512.08,249.8,2015-01-05,2016-03-28
212,3587,KEOKUK,732.46,33.2936363636,56,2.66793650794,52632,12.3109090909,310.5,14.1136363636,306.36,2431.53,2015-01-12,2016-03-28
213,3591,ACKLEY,322.0,9.47058823529,94,1.76684407096,50601,6.84088235294,225.5,6.63235294118,133.64,2234.54,2015-01-07,2016-03-29
214,3592,FORT DODGE,9817.84,30.5851713396,42,3.01586514904,50501,15.6557009346,4039.5,12.5841121495,1640.94,1244.25,2015-01-06,2016-03-29
215,3606,GRUNDY CENTER,1130.58,12.1567741935,38,2.68813961427,50638,11.5262365591,596.0,6.40860215054,229.77,1746.4,2015-01-05,2016-03-28
216,3611,LOGAN,1087.76,17.544516129,43,1.7762749616,51546,8.99225806452,607.5,9.79838709677,239.6,868.44,2015-01-07,2016-03-30
217,3612,MAQUOKETA,9391.84,12.1185032258,49,2.66652508961,52060,7.88941935484,4128.83,5.32752258065,2413.65,2730.26,2015-01-05,2016-03-28
218,3618,CEDAR RAPIDS,12233.98,39.3375562701,57,3.01594300509,52404,25.140192926,5262.0,16.9196141479,2240.3,1197.02,2015-01-08,2016-03-31
219,3621,SHELDON,5630.53,13.6995863747,71,3.03428254394,51201,7.55236009732,2562.93,6.23583941606,1489.54,1472.28,2015-01-06,2015-04-14
220,3622,SPIRIT LAKE,8501.16,39.725046729,30,3.52636156851,51360,21.7264485981,3274.5,15.3014018692,1553.54,2336.44,2015-01-15,2016-03-31
221,3624,NEWTON,3749.12,34.3955963303,50,3.28484636668,50208,19.3822018349,1306.5,11.9862385321,1081.14,818.94,2015-01-06,2016-03-29
222,3625,ANKENY,9590.86,34.8758545455,77,3.15102145262,50021,17.6574545455,3951.0,14.3672727273,1627.12,201.79,2015-01-05,2016-03-28
223,3626,SPENCER,5958.6,31.1968586387,21,2.71104949484,51301,22.184921466,2842.5,14.8821989529,1043.56,2125.8,2015-01-05,2016-03-28
224,3628,CEDAR RAPIDS,8933.14,34.895078125,57,3.19344432044,52402,17.6728125,3211.5,12.544921875,2035.6,1593.36,2015-01-05,2016-03-28
225,3629,COUNCIL BLUFFS,9082.04,30.4766442953,78,2.76013113374,51503,17.093557047,3709.5,12.4479865772,2303.34,2153.4,2015-01-07,2016-03-23
226,3632,DUBUQUE,8387.9,28.8243986254,31,2.8447766323,52003,14.7319587629,3184.5,10.9432989691,1963.14,171.83,2015-01-07,2016-03-30
227,3635,OGDEN,1377.91,17.0112345679,8,2.83501469724,50212,8.75308641975,507.75,6.26851851852,358.27,1119.38,2015-01-06,2016-03-15
228,3644,ALTOONA,11422.3,32.3577903683,77,3.12807922875,50009,15.6751274788,4272.0,12.1019830028,2735.28,912.18,2015-01-22,2016-03-31
229,3645,WINDSOR HEIGHTS,6242.76,32.514375,77,3.19014412478,50311,13.3396875,2191.5,11.4140625,1539.4,292.44,2015-01-07,2016-03-30
230,3647,CLINTON,8266.62,32.6743873518,23,2.83080076124,52732,19.136916996,3402.0,13.4466403162,1673.56,434.38,2015-01-12,2016-03-21
231,3648,FAIRBANK,739.71,10.5672857143,10,2.2108185941,50629,5.73085714286,380.25,5.43214285714,120.42,82.68,2015-01-26,2015-12-26
232,3650,HOLSTEIN,4060.4,15.7379844961,47,2.60617944815,51025,7.31585271318,1597.0,6.18992248062,640.72,747.62,2015-01-06,2016-03-29
233,3651,INDIANOLA,3272.84,27.972991453,91,2.68625152625,50125,15.2097435897,1333.5,11.3974358974,604.24,472.96,2015-01-05,2016-03-28
234,3652,IDA GROVE,701.24,31.8745454545,47,2.68696969697,51445,12.4040909091,251.5,11.4318181818,197.43,2049.04,2015-01-05,2016-03-28
235,3654,BELMOND,1709.3,25.5119402985,99,2.23374081971,50421,17.3686567164,819.75,12.2350746269,482.42,565.0,2015-01-05,2016-03-28
236,3655,SIOUX CITY,1792.26,18.669375,97,3.23890542328,51104,2.87802083333,577.45,6.01510416667,470.56,1760.7,2015-01-05,2016-03-28
237,3656,ANKENY,4791.26,40.6038983051,77,4.50012823962,50021,17.1233898305,1186.5,10.0550847458,1328.08,2531.32,2015-01-06,2016-03-29
238,3660,KNOXVILLE,3158.6,31.9050505051,63,3.26251082251,50138,6.58424242424,1059.0,10.696969697,784.34,72.53,2015-01-06,2016-03-29
239,3663,WATERLOO,6589.62,34.5006282723,7,2.97998282501,50702,19.3796858639,2722.5,14.2539267016,1073.98,7.5,2015-01-08,2016-03-21
240,3664,NORTHWOOD,1898.05,11.3655688623,98,2.14870806007,50459,6.36281437126,954.41,5.71502994012,523.93,901.66,2015-01-06,2016-03-28
241,3666,CEDAR RAPIDS,7205.8,41.176,57,4.21732154195,52404,16.3004571429,1977.0,11.2971428571,1252.06,602.94,2015-01-06,2016-03-29
242,3670,CORALVILLE,8533.36,28.8289189189,52,2.71515998141,52241,15.477972973,3624.75,12.245777027,1133.5,178.84,2015-01-05,2016-03-28
243,3676,GREENE,520.16,6.11952941176,12,2.3164047619,50636,5.95823529412,354.62,4.172,148.82,842.38,2015-01-06,2016-03-29
244,3677,EVERLY,63.51,10.585,21,1.53473544974,51338,16.94,56.25,9.375,22.02,713.54,2015-01-05,2015-08-24
245,3678,DES MOINES,3072.56,20.2142105263,77,3.73244284955,50320,6.01552631579,1019.7,6.70855263158,848.54,561.38,2015-01-07,2016-02-23
246,3679,MONONA,1882.68,8.48054054054,22,2.79791541542,52159,4.41891891892,803.09,3.61752252252,700.9,698.58,2015-01-07,2016-03-30
247,3682,WESLEY,4246.51,30.3322142857,55,3.76597930839,50483,19.0752857143,1692.87,12.0919285714,1089.28,625.9,2015-01-05,2016-03-28
248,3688,FREDERICKSBURG,744.49,12.4081666667,19,2.00012169312,50630,8.5905,400.5,6.675,260.47,866.2,2015-01-06,2016-03-29
249,3690,WATERLOO,3108.31,30.7753465347,7,3.74020744932,50702,14.8808910891,835.75,8.27475247525,442.86,1556.14,2015-01-08,2016-03-31
250,3691,URBANDALE,5394.64,41.1804580153,77,3.87246385153,50322,17.7132824427,1676.1,12.7946564885,932.38,1018.01,2015-01-13,2016-03-09
251,3695,REMSEN,1941.82,18.4935238095,75,2.84528684807,51050,11.3375238095,837.35,7.97476190476,373.77,993.14,2015-01-07,2016-03-30
252,3696,DES MOINES,2710.3,31.5151162791,77,3.37247139166,50315,13.7358139535,844.5,9.81976744186,868.6,188.8,2015-01-05,2016-03-28
253,3698,WEST DES MOINES,2332.38,17.9413846154,77,5.01987653422,50266,6.19838461538,576.3,4.43307692308,506.58,271.88,2015-01-07,2016-03-30
254,3700,AVOCA,5288.73,15.5094721408,78,2.85854683752,51521,9.53387096774,2157.16,6.32598240469,1164.08,1552.24,2015-01-06,2016-03-29
255,3704,EMMETSBURG,3833.76,7.90465979381,74,2.98124625567,50536,4.07781443299,1606.7,3.31278350515,894.84,746.8,2015-01-07,2016-02-24
256,3705,ROCK RAPIDS,4809.56,15.4152564103,60,2.6423958143,51246,12.1476282051,2189.0,7.01602564103,1301.95,375.46,2015-01-06,2016-03-29
257,3707,CEDAR RAPIDS,5815.16,29.0758,57,3.86072969577,52402,12.60465,1555.95,7.77975,906.36,731.78,2015-01-07,2016-03-30
258,3710,COLUMBUS JUNCTION,757.64,32.9408695652,58,2.44109903382,52738,-2.98956521739,381.0,16.5652173913,106.4,2082.92,2015-01-05,2016-03-28
259,3712,MONTEZUMA,2715.45,18.3476351351,79,2.79361325611,50171,9.20722972973,971.0,6.56081081081,1016.63,2254.62,2015-01-08,2016-03-31
260,3713,MASON CITY,9106.88,39.0853218884,17,3.32735676522,50401,24.5662660944,3891.0,16.6995708155,1480.9,853.17,2015-01-06,2016-03-29
261,3715,DAVENPORT,3319.95,16.9385204082,82,3.87716106645,52807,4.14005102041,903.81,4.6112755102,595.25,1496.36,2015-01-08,2016-03-31
262,3717,SUMNER,1521.86,5.8086259542,9,2.70068868896,50674,3.13366412214,685.53,2.61652671756,324.13,1620.58,2015-01-06,2016-03-22
263,3719,MARSHALLTOWN,5593.66,34.3169325153,64,3.25201508006,50158,14.0333742331,2020.5,12.3957055215,1168.54,2457.22,2015-01-20,2016-03-29
264,3721,DECORAH,9792.02,30.9874050633,96,3.00120671757,52101,17.6381012658,3745.5,11.8528481013,2425.42,868.3,2015-01-08,2016-03-24
265,3722,SIOUX CITY,7560.22,34.055045045,97,3.25751823252,51106,18.4502702703,2653.5,11.9527027027,1533.2,833.4,2015-01-05,2016-03-28
266,3723,ONAWA,4489.0,6.98133748056,67,2.77059607473,51040,3.93542768274,2015.71,3.13485225505,1013.62,473.64,2015-01-07,2015-12-29
267,3726,OTTUMWA,4519.1,30.3295302013,90,2.68357018572,52501,21.268590604,1824.0,12.2416107383,1230.92,879.62,2015-01-06,2016-03-22
268,3728,COUNCIL BLUFFS,5066.98,15.080297619,78,3.20158991228,51503,5.29648809524,1956.59,5.82318452381,1233.86,761.12,2015-01-05,2016-03-21
269,3731,DAVENPORT,9592.38,31.5538815789,82,3.12110571568,52807,15.3691447368,3407.9,11.2101973684,2586.44,1066.86,2015-01-06,2016-03-28
270,3732,ELDRIDGE,5021.48,14.6826900585,82,2.57430508533,52748,10.8289473684,2311.38,6.75842105263,836.35,449.88,2015-01-08,2015-01-29
271,3735,OSKALOOSA,4792.41,16.4123630137,10,2.70721298108,52577,9.51945205479,2135.2,7.31232876712,1067.32,846.28,2015-01-06,2016-03-29
272,3738,DUBUQUE,2677.05,15.7473529412,31,2.87621008403,52001,4.19882352941,1337.65,7.86852941176,544.7,199.54,2015-01-05,2016-03-21
273,3740,WATERLOO,3619.94,18.0997,7,2.31593684988,50702,7.60155,1610.27,8.05135,819.1,2735.02,2015-01-07,2016-03-30
274,3742,LEMARS,3120.44,29.7184761905,75,2.8488037289,51031,12.1394285714,1197.0,11.4,789.4,1674.9,2015-01-06,2016-03-29
275,3744,DYERSVILLE,3643.81,17.1070892019,31,2.32252515091,52040,11.04,1751.62,8.22356807512,831.8,405.2,2015-01-06,2016-03-29
276,3747,SIGOURNEY,1846.21,11.9110322581,54,2.42322785458,52591,6.49270967742,817.25,5.27258064516,344.11,20.81,2015-01-06,2016-03-29
277,3749,STORM LAKE,4277.28,45.9922580645,11,3.31032030494,50588,19.6922580645,1710.0,18.3870967742,737.4,1916.06,2015-01-05,2016-03-28
278,3756,MANNING,2425.0,10.7777777778,14,3.1812543674,51455,6.00711111111,810.8,3.60355555556,444.88,12894.79,2015-01-21,2016-03-21
279,3757,SIOUX CITY,9758.9,29.7527439024,97,2.63229937503,51108,15.1234756098,4050.0,12.3475609756,1780.7,405.62,2015-01-08,2016-03-28
280,3762,WINDSOR HEIGHTS,4910.1,14.3991202346,77,3.71275990563,50322,7.38375366569,1817.06,5.32862170088,929.81,1807.52,2015-01-08,2016-03-31
281,3763,HAWARDEN,2370.68,17.0552517986,84,2.4540830193,51023,11.795971223,1062.24,7.64201438849,553.1,423.85,2015-01-07,2016-03-30
282,3766,NEW HAMPTON,1296.96,9.53647058824,19,2.1398105558,50659,6.80948529412,845.23,6.21492647059,334.24,226.12,2015-01-07,2016-03-30
283,3769,CEDAR FALLS,10862.92,34.4854603175,7,2.91431128911,50613,23.1139047619,4584.0,14.5523809524,1954.26,286.26,2015-01-06,2016-03-29
284,3773,CEDAR RAPIDS,46108.41,49.4725429185,57,4.40973431433,52401,20.8831330472,12564.22,13.4809227468,10104.94,644.96,2015-01-07,2016-03-30
285,3774,DUBUQUE,2339.07,19.172704918,31,1.83078194119,52001,11.7587704918,1724.25,14.1331967213,722.58,903.36,2015-01-07,2016-03-30
286,3776,DAVENPORT,10071.2,30.611550152,82,2.94267461122,52806,20.6040729483,3595.5,10.9285714286,2331.76,664.03,2015-01-07,2016-03-30
287,3778,DES MOINES,1622.72,7.27677130045,77,2.99708131343,50310,4.27053811659,608.77,2.7299103139,291.88,736.22,2015-01-07,2016-03-30
288,3779,FORT DODGE,1068.14,19.4207272727,94,3.14178354978,50501,10.7427272727,459.4,8.35272727273,201.64,1049.7,2015-01-06,2016-03-29
289,3782,GUTTENBURG,1757.73,15.9793636364,22,2.26490836941,52052,15.3950909091,887.3,8.06636363636,185.21,263.66,2015-01-08,2016-03-31
290,3783,POCAHONTAS,3182.77,13.0441393443,76,2.50597006519,50574,13.1639754098,1995.84,8.17967213115,1272.43,1774.84,2015-01-08,2016-03-31
291,3784,INDEPENDENCE,4681.13,22.3977511962,10,3.03337776259,50644,7.43033492823,1794.39,8.58559808612,984.89,1599.1,2015-01-07,2016-03-30
292,3785,DES MOINES,2188.3,11.7650537634,77,3.2860949978,50315,2.70725806452,962.15,5.17284946237,597.02,598.1,2015-01-07,2016-03-29
293,3789,OSKALOOSA,4809.4,41.105982906,62,3.26555161476,52577,24.3933333333,1800.0,15.3846153846,1349.92,1043.46,2015-01-05,2016-03-28
294,3790,MT PLEASANT,5735.64,40.6782978723,44,3.34693602694,52641,17.7157446809,2037.0,14.4468085106,773.76,262.34,2015-01-06,2016-03-29
295,3803,STRAWBERRY POINT,981.48,26.5264864865,22,2.60012870013,52076,13.4886486486,406.5,10.9864864865,203.76,6018.98,2015-01-07,2016-03-29
296,3805,DAVENPORT,6687.56,22.5931081081,82,4.50027156421,52084,6.24861486486,1685.68,5.69486486486,1996.09,249.13,2015-01-05,2016-02-29
297,3806,WEST DES MOINES,5923.3,48.5516393443,77,4.37067416949,50266,19.2324590164,1377.3,11.2893442623,1415.08,604.32,2015-01-07,2016-03-30
298,3808,LA PORTE CITY,1858.16,9.62777202073,7,2.18488395271,50651,5.04585492228,953.95,4.94274611399,367.17,1214.96,2015-01-08,2016-03-31
299,3811,KEOKUK,4765.34,37.22921875,56,3.4898098545,52632,16.79109375,1503.0,11.7421875,789.72,4858.03,2015-01-07,2016-03-30
300,3813,MOUNT AYR,1488.68,13.174159292,80,1.86608371962,50854,5.8685840708,813.75,7.20132743363,172.37,146.13,2015-01-06,2015-03-24
301,3814,WEST DES MOINES,49617.42,413.4785,25,4.58778666271,50266,26.0373333333,12984.0,108.2,10043.62,771.24,2015-01-07,2016-03-30
302,3816,RED OAK,2388.97,12.5735263158,69,2.40589202172,51566,8.18115789474,1189.89,6.26257894737,558.59,731.3,2015-01-06,2016-03-29
303,3818,KNOXVILLE,3425.56,5.4547133758,63,2.72181271723,50138,1.66874203822,1352.93,2.15434713376,1049.14,1329.96,2015-01-06,2016-01-19
304,3819,DECORAH,4175.86,13.7363815789,96,2.77184307276,52101,7.08095394737,1918.89,6.31213815789,731.36,326.25,2015-01-08,2016-03-31
305,3820,SIOUX CITY,36700.22,44.811013431,97,3.90980004343,51103,19.5765323565,9760.14,11.9171428571,10822.86,927.24,2015-03-11,2016-03-30
306,3822,SWISHER,960.65,7.62420634921,52,3.81037070189,52338,4.86158730159,320.38,2.5426984127,256.93,2616.48,2015-01-05,2016-03-30
307,3825,DES MOINES,2933.38,15.1205154639,77,3.47437441899,50316,6.11515463918,1119.0,5.76804123711,511.98,118.48,2015-01-07,2016-03-29
308,3829,MOUNT VERNON,2295.31,10.6264351852,57,2.44039976484,52314,7.37185185185,1002.75,4.64236111111,891.15,1412.75,2015-01-07,2016-03-30
309,3830,CRESTON,6893.3,35.7165803109,88,3.27766592647,50801,15.6391709845,2367.0,12.2642487047,1442.26,2.06,2015-01-07,2016-03-30
310,3831,MADRID,1739.47,11.4438815789,8,2.91547454162,50156,6.09210526316,691.26,4.54776315789,364.2,477.31,2015-01-06,2016-03-29
311,3833,ATLANTIC,3756.06,34.7783333333,15,3.01195515243,50022,16.65,1467.0,13.5833333333,937.4,556.62,2015-01-05,2016-03-28
312,3838,BETTENDORF,8246.15,31.5944444444,48,3.07132738283,52722,16.6868582375,2951.25,11.3074712644,1710.54,239.05,2015-01-06,2016-03-29
313,3841,DUBUQUE,1157.5,6.97289156627,31,2.35812188604,52001,2.8156626506,706.89,4.25837349398,404.87,1083.83,2015-01-05,2016-03-28
314,3842,BANCROFT,5635.2,17.3925925926,55,3.04869417199,50517,10.3760493827,2322.57,7.16842592593,1361.89,959.75,2015-01-07,2016-03-30
315,3845,OTHO,370.06,19.4768421053,94,2.21766917293,50569,7.44,154.5,8.13157894737,12.98,1038.38,2015-01-07,2016-03-30
316,3849,DYERSVILLE,1776.51,18.1276530612,31,3.08416909621,52040,8.42163265306,634.55,6.475,330.73,1010.42,2015-01-05,2016-03-28
317,3853,DAVENPORT,2485.24,23.2265420561,82,3.10701005886,52804,5.46056074766,985.18,9.20728971963,537.39,2648.66,2015-01-05,2016-03-28
318,3855,STORM LAKE,1440.87,12.7510619469,11,2.9779719764,50588,0.808053097345,524.91,4.64522123894,202.9,1397.24,2015-01-05,2016-03-28
319,3857,WAUKON,5621.56,17.7336277603,3,2.76863628858,52172,10.3270662461,2225.12,7.01930599369,905.92,274.26,2015-01-05,2016-03-28
320,3858,DAVENPORT,3601.81,13.0500362319,82,3.05534569364,52806,5.32391304348,1477.66,5.35384057971,934.13,581.2,2015-01-06,2016-03-29
321,3859,INDEPENDENCE,5800.26,42.9648888889,10,3.45851885446,50644,22.3106666667,1995.0,14.7777777778,1641.72,628.12,2015-01-05,2016-03-28
322,3866,AMES,3373.42,48.1917142857,85,5.22874716553,50010,14.2002857143,704.7,10.0671428571,356.88,536.12,2015-01-06,2016-03-29
323,3868,MARION,13232.54,36.6552354571,57,3.12720879056,52302,14.5756786704,4837.5,13.4002770083,2695.26,361.86,2015-01-05,2016-03-28
324,3869,CORALVILLE,6073.15,8.95744837758,52,3.61164904956,52241,3.31339233038,1764.75,2.60287610619,1393.37,488.36,2015-01-06,2016-03-29
325,3870,ALTOONA,2679.34,49.6174074074,77,5.83675485009,50009,13.3766666667,517.5,9.58333333333,614.38,478.82,2015-01-07,2016-03-30
326,3871,WEST DES MOINES,2368.2,45.5423076923,77,4.99831349206,50266,13.0569230769,494.7,9.51346153846,601.94,509.46,2015-01-07,2016-03-30
327,3872,DUBUQUE,1653.22,40.3224390244,31,4.54296554394,52003,4.6687804878,360.0,8.78048780488,376.32,2058.88,2015-01-07,2016-02-24
328,3873,CORALVILLE,4231.34,43.6220618557,52,4.83296569029,52241,15.6773195876,978.0,10.0824742268,622.68,196.42,2015-01-13,2016-03-22
329,3876,MANSON,931.86,10.1289130435,13,2.2485515873,50563,5.18967391304,492.62,5.35456521739,221.42,1429.48,2015-01-07,2016-03-30
330,3877,DES MOINES,3725.82,45.4368292683,77,5.36817992644,50322,14.1885365854,762.6,9.3,638.66,599.98,2015-03-19,2015-12-10
331,3879,SIOUX CITY,2804.84,40.6498550725,97,4.65662928456,51106,11.3530434783,651.9,9.44782608696,562.56,1579.7,2015-01-05,2016-03-28
332,3880,COUNCIL BLUFFS,2372.68,49.4308333333,78,5.32344494048,51503,12.2325,500.1,10.41875,438.8,664.09,2015-01-06,2016-03-29
333,3881,MARSHALLTOWN,9260.89,38.911302521,64,3.96315203004,50158,9.46659663866,2659.2,11.1731092437,1877.73,294.05,2015-01-08,2016-03-31
334,3882,DAVENPORT,815.34,8.86239130435,82,2.14956321012,52802,3.10423913043,419.74,4.56239130435,145.95,288.53,2015-01-05,2016-03-28
335,3886,ANAMOSA,5764.78,40.884964539,53,3.17524717918,52205,33.5574468085,2386.5,16.9255319149,988.9,656.07,2015-01-05,2016-03-28
336,3888,GRINNELL,4459.4,36.8545454545,79,3.1944256417,50112,22.5867768595,1543.5,12.7561983471,928.16,2815.66,2015-01-07,2016-03-29
337,3889,WAVERLY,4620.94,44.4321153846,9,3.35438034188,50677,30.2325,1888.5,18.1586538462,1354.54,519.08,2015-01-07,2016-03-30
338,3890,CEDAR RAPIDS,2500.57,4.68271535581,57,3.06240008396,52405,1.81196629213,1094.88,2.05033707865,619.72,218.37,2015-01-27,2016-03-08
339,3891,EMMETSBURG,655.16,28.4852173913,74,2.56260869565,50536,18.352173913,265.5,11.5434782609,286.64,175.76,2015-01-28,2016-03-29
340,3894,CEDAR RAPIDS,1864.42,8.17728070175,57,2.8374284363,52402,4.34776315789,1005.58,4.41043859649,407.56,504.35,2015-01-07,2016-03-30
341,3896,IOWA CITY,2901.38,8.33729885057,52,3.18290739666,52240,4.01732758621,1145.98,3.29304597701,600.94,812.18,2015-01-07,2016-03-23
342,3899,WEST DES MOINES,9765.36,33.4430136986,77,3.16826556498,50266,18.06,3513.0,12.0308219178,1724.84,502.99,2015-01-07,2016-03-30
343,3901,FORT DODGE,1794.0,43.756097561,94,4.9398015873,50501,8.94731707317,422.1,10.2951219512,557.34,228.69,2015-01-08,2016-03-31
344,3907,MUSCATINE,1526.24,6.35933333333,70,3.56766784763,52761,2.40429166667,537.8,2.24083333333,482.85,657.1,2015-01-05,2016-03-28
345,3908,FORT MADISON,3117.2,19.8547770701,56,2.01680315438,52627,12.0343949045,1725.0,10.9872611465,1150.26,215.31,2015-01-13,2015-09-02
346,3909,MELCHER-DALLAS,2637.39,18.704893617,63,2.8517463052,50163,6.45765957447,941.51,6.67737588652,698.1,440.04,2015-01-13,2016-03-16
347,3910,RIVERSIDE,2365.51,34.2827536232,92,4.7057073844,52327,12.1985507246,591.25,8.56884057971,698.58,4662.16,2015-01-05,2016-03-28
348,3912,CEDAR RAPIDS,2169.72,4.8216,57,3.04512988082,52405,1.59048888889,993.94,2.20875555556,479.84,764.28,2015-01-07,2016-03-30
349,3916,OTTUMWA,1371.55,4.8464664311,90,2.77850283843,52501,1.0961130742,610.65,2.15777385159,201.7,628.66,2015-01-12,2016-03-21
350,3917,DAVENPORT,3126.52,11.0869503546,82,2.93503162732,52804,5.12609929078,1252.11,4.44010638298,696.01,1023.33,2015-01-26,2016-03-21
351,3918,DAVENPORT,672.28,7.90917647059,82,2.81013450292,52802,3.32705882353,437.6,5.14823529412,144.99,1233.12,2015-01-07,2016-03-22
352,3920,CLINTON,2695.2,6.18165137615,23,3.10674896947,52732,1.74860091743,1082.14,2.48197247706,407.59,1830.54,2015-01-07,2016-03-30
353,3926,IOWA CITY,14520.73,28.868250497,52,3.26083611972,52240,14.5584493042,5506.73,10.9477733598,4581.77,724.58,2015-01-07,2016-03-30
354,3928,NORTH LIBERTY,1799.48,7.08456692913,52,3.41742667963,52317,2.96586614173,763.8,3.00708661417,649.3,1739.5,2015-01-15,2016-03-31
355,3930,ST LUCAS,1530.42,39.2415384615,33,3.98935693936,52166,5.24256410256,394.25,10.108974359,490.58,408.0,2015-01-07,2016-03-16
356,3932,MAPLETON,3790.04,11.2798809524,67,2.38871016112,51034,7.95297619048,1797.38,5.3493452381,812.24,518.94,2015-01-27,2016-03-01
357,3934,MAQUOKETA,4840.36,43.6068468468,49,3.54873744493,52060,21.6875675676,1705.5,15.3648648649,962.3,197.18,2015-01-06,2016-03-29
358,3942,TOLEDO,7118.23,14.1234722222,86,2.89931170801,52342,5.42448412698,2781.08,5.51801587302,1765.23,11939.45,2015-01-05,2016-03-21
359,3943,NEVADA,2165.01,5.66756544503,85,2.55473404888,50201,2.5137434555,1137.74,2.97837696335,453.37,154.49,2015-01-05,2016-03-21
360,3944,DUBUQUE,16327.19,114.980211268,31,2.82127747467,52002,65.3932394366,8272.25,58.2552816901,1864.74,172.32,2015-01-08,2016-03-31
361,3947,BROOKLYN,2002.63,13.1751973684,79,2.63239322264,52211,4.61875,788.2,5.18552631579,544.81,536.36,2015-01-06,2016-03-29
362,3949,PELLA,3328.12,36.9791111111,63,3.03169429747,50219,17.5553333333,1267.5,14.0833333333,500.42,277.36,2015-01-07,2016-03-30
